2017-12-08 13:38:30Z Start

2017-12-08 13:38:52Z CONNECT Socket Error!
2017-12-08 13:57:23Z ..Refresh..12/8/2017 1:57:23 PM

2017-12-08 13:57:26Z ..Refresh..12/8/2017 1:57:26 PM

2017-12-08 13:57:29Z ..Refresh..12/8/2017 1:57:29 PM

2017-12-08 13:57:32Z ..Refresh..12/8/2017 1:57:32 PM

2017-12-08 13:57:35Z ..Refresh..12/8/2017 1:57:35 PM

2017-12-08 13:57:38Z ..Refresh..12/8/2017 1:57:38 PM

2017-12-08 13:57:41Z ..Refresh..12/8/2017 1:57:41 PM

2017-12-08 13:57:44Z ..Refresh..12/8/2017 1:57:44 PM

2017-12-08 13:57:47Z ..Refresh..12/8/2017 1:57:47 PM

2017-12-08 13:57:50Z ..Refresh..12/8/2017 1:57:50 PM

2017-12-08 13:57:53Z ..Refresh..12/8/2017 1:57:53 PM

2017-12-08 13:57:56Z ..Refresh..12/8/2017 1:57:56 PM

2017-12-08 13:57:59Z ..Refresh..12/8/2017 1:57:59 PM

2017-12-08 13:58:02Z ..Refresh..12/8/2017 1:58:02 PM

2017-12-08 13:58:05Z ..Refresh..12/8/2017 1:58:05 PM

2017-12-08 13:58:08Z ..Refresh..12/8/2017 1:58:08 PM

2017-12-08 13:58:11Z ..Refresh..12/8/2017 1:58:11 PM

2017-12-08 13:58:14Z ..Refresh..12/8/2017 1:58:14 PM

2017-12-08 13:58:17Z ..Refresh..12/8/2017 1:58:17 PM

2017-12-08 13:58:20Z ..Refresh..12/8/2017 1:58:20 PM

2017-12-08 13:58:23Z ..Refresh..12/8/2017 1:58:23 PM

2017-12-08 13:58:26Z ..Refresh..12/8/2017 1:58:26 PM

2017-12-08 13:58:29Z ..Refresh..12/8/2017 1:58:29 PM

2017-12-08 13:58:32Z ..Refresh..12/8/2017 1:58:32 PM

2017-12-08 13:58:35Z ..Refresh..12/8/2017 1:58:35 PM

2017-12-08 13:58:38Z ..Refresh..12/8/2017 1:58:38 PM

2017-12-08 13:58:41Z ..Refresh..12/8/2017 1:58:41 PM

2017-12-08 13:58:44Z ..Refresh..12/8/2017 1:58:44 PM

2017-12-08 13:58:47Z ..Refresh..12/8/2017 1:58:47 PM

2017-12-08 13:58:50Z ..Refresh..12/8/2017 1:58:50 PM

2017-12-08 13:58:53Z ..Refresh..12/8/2017 1:58:53 PM

2017-12-08 13:58:56Z ..Refresh..12/8/2017 1:58:56 PM

2017-12-08 13:58:59Z ..Refresh..12/8/2017 1:58:59 PM

2017-12-08 13:59:02Z ..Refresh..12/8/2017 1:59:02 PM

2017-12-08 13:59:05Z ..Refresh..12/8/2017 1:59:05 PM

2017-12-08 13:59:08Z ..Refresh..12/8/2017 1:59:08 PM

2017-12-08 13:59:11Z ..Refresh..12/8/2017 1:59:11 PM

2017-12-08 13:59:14Z ..Refresh..12/8/2017 1:59:14 PM

2017-12-08 13:59:17Z ..Refresh..12/8/2017 1:59:17 PM

2017-12-08 13:59:20Z ..Refresh..12/8/2017 1:59:20 PM

2017-12-08 13:59:23Z ..Refresh..12/8/2017 1:59:23 PM

2017-12-08 13:59:26Z ..Refresh..12/8/2017 1:59:26 PM

2017-12-08 13:59:29Z ..Refresh..12/8/2017 1:59:29 PM

2017-12-08 13:59:32Z ..Refresh..12/8/2017 1:59:32 PM

2017-12-08 13:59:35Z ..Refresh..12/8/2017 1:59:35 PM

2017-12-08 13:59:38Z ..Refresh..12/8/2017 1:59:38 PM

2017-12-08 13:59:41Z ..Refresh..12/8/2017 1:59:41 PM

2017-12-08 13:59:44Z ..Refresh..12/8/2017 1:59:44 PM

2017-12-08 13:59:47Z ..Refresh..12/8/2017 1:59:47 PM

2017-12-08 13:59:50Z ..Refresh..12/8/2017 1:59:50 PM

2017-12-08 13:59:53Z ..Refresh..12/8/2017 1:59:53 PM

2017-12-08 13:59:56Z ..Refresh..12/8/2017 1:59:56 PM

2017-12-08 13:59:59Z ..Refresh..12/8/2017 1:59:59 PM

2017-12-08 14:00:02Z ..Refresh..12/8/2017 2:00:02 PM

2017-12-08 14:00:05Z ..Refresh..12/8/2017 2:00:05 PM

2017-12-08 14:00:08Z ..Refresh..12/8/2017 2:00:08 PM

2017-12-08 14:00:11Z ..Refresh..12/8/2017 2:00:11 PM

2017-12-08 14:00:14Z ..Refresh..12/8/2017 2:00:14 PM

2017-12-08 14:00:17Z ..Refresh..12/8/2017 2:00:17 PM

2017-12-08 14:00:20Z ..Refresh..12/8/2017 2:00:20 PM

2017-12-08 14:00:23Z ..Refresh..12/8/2017 2:00:23 PM

2017-12-08 14:00:26Z ..Refresh..12/8/2017 2:00:26 PM

2017-12-08 14:00:29Z ..Refresh..12/8/2017 2:00:29 PM

2017-12-08 14:00:32Z ..Refresh..12/8/2017 2:00:32 PM

2017-12-08 14:00:35Z ..Refresh..12/8/2017 2:00:35 PM

2017-12-08 14:00:38Z ..Refresh..12/8/2017 2:00:38 PM

2017-12-08 14:00:41Z ..Refresh..12/8/2017 2:00:41 PM

2017-12-08 14:00:44Z ..Refresh..12/8/2017 2:00:44 PM

2017-12-08 14:00:47Z ..Refresh..12/8/2017 2:00:47 PM

2017-12-08 14:00:50Z ..Refresh..12/8/2017 2:00:50 PM

2017-12-08 14:00:53Z ..Refresh..12/8/2017 2:00:53 PM

2017-12-08 14:00:56Z ..Refresh..12/8/2017 2:00:56 PM

2017-12-08 14:00:59Z ..Refresh..12/8/2017 2:00:59 PM

2017-12-08 14:01:02Z ..Refresh..12/8/2017 2:01:02 PM

2017-12-08 14:01:05Z ..Refresh..12/8/2017 2:01:05 PM

2017-12-08 14:01:08Z ..Refresh..12/8/2017 2:01:08 PM

2017-12-08 14:01:11Z ..Refresh..12/8/2017 2:01:11 PM

2017-12-08 14:01:14Z ..Refresh..12/8/2017 2:01:14 PM

2017-12-08 14:01:17Z ..Refresh..12/8/2017 2:01:17 PM

2017-12-08 14:01:20Z ..Refresh..12/8/2017 2:01:20 PM

2017-12-08 14:01:23Z ..Refresh..12/8/2017 2:01:23 PM

2017-12-08 14:01:26Z ..Refresh..12/8/2017 2:01:26 PM

2017-12-08 14:01:29Z ..Refresh..12/8/2017 2:01:29 PM

2017-12-08 14:01:32Z ..Refresh..12/8/2017 2:01:32 PM

2017-12-08 14:01:35Z ..Refresh..12/8/2017 2:01:35 PM

2017-12-08 14:01:38Z ..Refresh..12/8/2017 2:01:38 PM

2017-12-08 14:01:41Z ..Refresh..12/8/2017 2:01:41 PM

2017-12-08 14:01:44Z ..Refresh..12/8/2017 2:01:44 PM

2017-12-08 14:01:47Z ..Refresh..12/8/2017 2:01:47 PM

2017-12-08 14:01:50Z ..Refresh..12/8/2017 2:01:50 PM

2017-12-08 14:01:53Z ..Refresh..12/8/2017 2:01:53 PM

2017-12-08 14:01:56Z ..Refresh..12/8/2017 2:01:56 PM

2017-12-08 14:01:59Z ..Refresh..12/8/2017 2:01:59 PM

2017-12-08 14:02:02Z ..Refresh..12/8/2017 2:02:02 PM

2017-12-08 14:02:05Z ..Refresh..12/8/2017 2:02:05 PM

2017-12-08 14:02:08Z ..Refresh..12/8/2017 2:02:08 PM

2017-12-08 14:02:11Z ..Refresh..12/8/2017 2:02:11 PM

2017-12-08 14:02:14Z ..Refresh..12/8/2017 2:02:14 PM

2017-12-08 14:02:17Z ..Refresh..12/8/2017 2:02:17 PM

2017-12-08 14:02:20Z ..Refresh..12/8/2017 2:02:20 PM

2017-12-08 14:02:23Z ..Refresh..12/8/2017 2:02:23 PM

2017-12-08 14:02:26Z ..Refresh..12/8/2017 2:02:26 PM

2017-12-08 14:02:29Z ..Refresh..12/8/2017 2:02:29 PM

2017-12-08 14:02:32Z ..Refresh..12/8/2017 2:02:32 PM

2017-12-08 14:02:35Z ..Refresh..12/8/2017 2:02:35 PM

2017-12-08 14:02:38Z ..Refresh..12/8/2017 2:02:38 PM

2017-12-08 14:02:41Z ..Refresh..12/8/2017 2:02:41 PM

2017-12-08 14:02:44Z ..Refresh..12/8/2017 2:02:44 PM

2017-12-08 14:02:47Z ..Refresh..12/8/2017 2:02:47 PM

2017-12-08 14:02:50Z ..Refresh..12/8/2017 2:02:50 PM

2017-12-08 14:02:53Z ..Refresh..12/8/2017 2:02:53 PM

2017-12-08 14:02:56Z ..Refresh..12/8/2017 2:02:56 PM

2017-12-08 14:02:59Z ..Refresh..12/8/2017 2:02:59 PM

2017-12-08 14:03:02Z ..Refresh..12/8/2017 2:03:02 PM

2017-12-08 14:03:05Z ..Refresh..12/8/2017 2:03:05 PM

2017-12-08 14:03:08Z ..Refresh..12/8/2017 2:03:08 PM

2017-12-08 14:03:11Z ..Refresh..12/8/2017 2:03:11 PM

2017-12-08 14:03:14Z ..Refresh..12/8/2017 2:03:14 PM

2017-12-08 14:03:17Z ..Refresh..12/8/2017 2:03:17 PM

2017-12-08 14:03:20Z ..Refresh..12/8/2017 2:03:20 PM

2017-12-08 14:03:23Z ..Refresh..12/8/2017 2:03:23 PM

2017-12-08 14:03:26Z ..Refresh..12/8/2017 2:03:26 PM

2017-12-08 14:03:29Z ..Refresh..12/8/2017 2:03:29 PM

2017-12-08 14:03:32Z ..Refresh..12/8/2017 2:03:32 PM

2017-12-08 14:03:35Z ..Refresh..12/8/2017 2:03:35 PM

2017-12-08 14:03:38Z ..Refresh..12/8/2017 2:03:38 PM

2017-12-08 14:03:41Z ..Refresh..12/8/2017 2:03:41 PM

2017-12-08 14:03:44Z ..Refresh..12/8/2017 2:03:44 PM

2017-12-08 14:03:47Z ..Refresh..12/8/2017 2:03:47 PM

2017-12-08 14:03:50Z ..Refresh..12/8/2017 2:03:50 PM

2017-12-08 14:03:53Z ..Refresh..12/8/2017 2:03:53 PM

2017-12-08 14:03:56Z ..Refresh..12/8/2017 2:03:56 PM

2017-12-08 14:03:59Z ..Refresh..12/8/2017 2:03:59 PM

2017-12-08 14:04:02Z ..Refresh..12/8/2017 2:04:02 PM

2017-12-08 14:04:05Z ..Refresh..12/8/2017 2:04:05 PM

2017-12-08 14:04:08Z ..Refresh..12/8/2017 2:04:08 PM

2017-12-08 14:04:11Z ..Refresh..12/8/2017 2:04:11 PM

2017-12-08 14:04:14Z ..Refresh..12/8/2017 2:04:14 PM

2017-12-08 14:04:17Z ..Refresh..12/8/2017 2:04:17 PM

2017-12-08 14:04:20Z ..Refresh..12/8/2017 2:04:20 PM

2017-12-08 14:04:23Z ..Refresh..12/8/2017 2:04:23 PM

2017-12-08 14:04:26Z ..Refresh..12/8/2017 2:04:26 PM

2017-12-08 14:04:29Z ..Refresh..12/8/2017 2:04:29 PM

2017-12-08 14:04:32Z ..Refresh..12/8/2017 2:04:32 PM

2017-12-08 14:04:35Z ..Refresh..12/8/2017 2:04:35 PM

2017-12-08 14:04:38Z ..Refresh..12/8/2017 2:04:38 PM

2017-12-08 14:04:41Z ..Refresh..12/8/2017 2:04:41 PM

2017-12-08 14:04:44Z ..Refresh..12/8/2017 2:04:44 PM

2017-12-08 14:04:47Z ..Refresh..12/8/2017 2:04:47 PM

2017-12-08 14:04:50Z ..Refresh..12/8/2017 2:04:50 PM

2017-12-08 14:04:53Z ..Refresh..12/8/2017 2:04:53 PM

2017-12-08 14:04:56Z ..Refresh..12/8/2017 2:04:56 PM

2017-12-08 14:04:59Z ..Refresh..12/8/2017 2:04:59 PM

2017-12-08 14:05:02Z ..Refresh..12/8/2017 2:05:02 PM

2017-12-08 14:05:05Z ..Refresh..12/8/2017 2:05:05 PM

2017-12-08 14:05:08Z ..Refresh..12/8/2017 2:05:08 PM

2017-12-08 14:05:11Z ..Refresh..12/8/2017 2:05:11 PM

2017-12-08 14:05:14Z ..Refresh..12/8/2017 2:05:14 PM

2017-12-08 14:05:17Z ..Refresh..12/8/2017 2:05:17 PM

2017-12-08 14:05:20Z ..Refresh..12/8/2017 2:05:20 PM

2017-12-08 14:05:23Z ..Refresh..12/8/2017 2:05:23 PM

2017-12-08 14:05:26Z ..Refresh..12/8/2017 2:05:26 PM

2017-12-08 14:05:29Z ..Refresh..12/8/2017 2:05:29 PM

2017-12-08 14:05:32Z ..Refresh..12/8/2017 2:05:32 PM

2017-12-08 14:05:35Z ..Refresh..12/8/2017 2:05:35 PM

2017-12-08 14:05:38Z ..Refresh..12/8/2017 2:05:38 PM

2017-12-08 14:05:41Z ..Refresh..12/8/2017 2:05:41 PM

2017-12-08 14:05:44Z ..Refresh..12/8/2017 2:05:44 PM

2017-12-08 14:05:47Z ..Refresh..12/8/2017 2:05:47 PM

2017-12-08 14:05:50Z ..Refresh..12/8/2017 2:05:50 PM

2017-12-08 14:05:53Z ..Refresh..12/8/2017 2:05:53 PM

2017-12-08 14:05:56Z ..Refresh..12/8/2017 2:05:56 PM

2017-12-08 14:05:59Z ..Refresh..12/8/2017 2:05:59 PM

2017-12-08 14:06:02Z ..Refresh..12/8/2017 2:06:02 PM

2017-12-08 14:06:05Z ..Refresh..12/8/2017 2:06:05 PM

2017-12-08 14:06:08Z ..Refresh..12/8/2017 2:06:08 PM

2017-12-08 14:06:11Z ..Refresh..12/8/2017 2:06:11 PM

2017-12-08 14:06:14Z ..Refresh..12/8/2017 2:06:14 PM

2017-12-08 14:06:17Z ..Refresh..12/8/2017 2:06:17 PM

2017-12-08 14:06:20Z ..Refresh..12/8/2017 2:06:20 PM

2017-12-08 14:06:23Z ..Refresh..12/8/2017 2:06:23 PM

2017-12-08 14:06:26Z ..Refresh..12/8/2017 2:06:26 PM

2017-12-08 14:06:29Z ..Refresh..12/8/2017 2:06:29 PM

2017-12-08 14:06:32Z ..Refresh..12/8/2017 2:06:32 PM

2017-12-08 14:06:35Z ..Refresh..12/8/2017 2:06:35 PM

2017-12-08 14:06:38Z ..Refresh..12/8/2017 2:06:38 PM

2017-12-08 14:06:41Z ..Refresh..12/8/2017 2:06:41 PM

2017-12-08 14:06:44Z ..Refresh..12/8/2017 2:06:44 PM

2017-12-08 14:06:47Z ..Refresh..12/8/2017 2:06:47 PM

2017-12-08 14:06:50Z ..Refresh..12/8/2017 2:06:50 PM

2017-12-08 14:06:53Z ..Refresh..12/8/2017 2:06:53 PM

2017-12-08 14:06:56Z ..Refresh..12/8/2017 2:06:56 PM

2017-12-08 14:06:59Z ..Refresh..12/8/2017 2:06:59 PM

2017-12-08 14:07:02Z ..Refresh..12/8/2017 2:07:02 PM

2017-12-08 14:07:05Z ..Refresh..12/8/2017 2:07:05 PM

2017-12-08 14:07:08Z ..Refresh..12/8/2017 2:07:08 PM

2017-12-08 14:07:11Z ..Refresh..12/8/2017 2:07:11 PM

2017-12-08 14:07:14Z ..Refresh..12/8/2017 2:07:14 PM

2017-12-08 14:07:17Z ..Refresh..12/8/2017 2:07:17 PM

2017-12-08 14:07:20Z ..Refresh..12/8/2017 2:07:20 PM

2017-12-08 14:07:23Z ..Refresh..12/8/2017 2:07:23 PM

2017-12-08 14:07:26Z ..Refresh..12/8/2017 2:07:26 PM

2017-12-08 14:07:29Z ..Refresh..12/8/2017 2:07:29 PM

2017-12-08 14:07:32Z ..Refresh..12/8/2017 2:07:32 PM

2017-12-08 14:07:35Z ..Refresh..12/8/2017 2:07:35 PM

2017-12-08 14:07:38Z ..Refresh..12/8/2017 2:07:38 PM

2017-12-08 14:07:41Z ..Refresh..12/8/2017 2:07:41 PM

2017-12-08 14:07:44Z ..Refresh..12/8/2017 2:07:44 PM

2017-12-08 14:07:47Z ..Refresh..12/8/2017 2:07:47 PM

2017-12-08 14:07:50Z ..Refresh..12/8/2017 2:07:50 PM

2017-12-08 14:07:53Z ..Refresh..12/8/2017 2:07:53 PM

2017-12-08 14:07:56Z ..Refresh..12/8/2017 2:07:56 PM

2017-12-08 14:07:59Z ..Refresh..12/8/2017 2:07:59 PM

2017-12-08 14:08:02Z ..Refresh..12/8/2017 2:08:02 PM

2017-12-08 14:08:05Z ..Refresh..12/8/2017 2:08:05 PM

2017-12-08 14:08:08Z ..Refresh..12/8/2017 2:08:08 PM

2017-12-08 14:08:11Z ..Refresh..12/8/2017 2:08:11 PM

2017-12-08 14:08:14Z ..Refresh..12/8/2017 2:08:14 PM

2017-12-08 14:08:17Z ..Refresh..12/8/2017 2:08:17 PM

2017-12-08 14:08:20Z ..Refresh..12/8/2017 2:08:20 PM

2017-12-08 14:08:23Z ..Refresh..12/8/2017 2:08:23 PM

2017-12-08 14:08:26Z ..Refresh..12/8/2017 2:08:26 PM

2017-12-08 14:08:29Z ..Refresh..12/8/2017 2:08:29 PM

2017-12-08 14:08:32Z ..Refresh..12/8/2017 2:08:32 PM

2017-12-08 14:08:35Z ..Refresh..12/8/2017 2:08:35 PM

2017-12-08 14:08:38Z ..Refresh..12/8/2017 2:08:38 PM

2017-12-08 14:08:41Z ..Refresh..12/8/2017 2:08:41 PM

2017-12-08 14:08:44Z ..Refresh..12/8/2017 2:08:44 PM

2017-12-08 14:08:47Z ..Refresh..12/8/2017 2:08:47 PM

2017-12-08 14:08:50Z ..Refresh..12/8/2017 2:08:50 PM

2017-12-08 14:08:53Z ..Refresh..12/8/2017 2:08:53 PM

2017-12-08 14:08:56Z ..Refresh..12/8/2017 2:08:56 PM

2017-12-08 14:08:59Z ..Refresh..12/8/2017 2:08:59 PM

2017-12-08 14:09:02Z ..Refresh..12/8/2017 2:09:02 PM

2017-12-08 14:09:05Z ..Refresh..12/8/2017 2:09:05 PM

2017-12-08 14:09:08Z ..Refresh..12/8/2017 2:09:08 PM

2017-12-08 14:09:11Z ..Refresh..12/8/2017 2:09:11 PM

2017-12-08 14:09:14Z ..Refresh..12/8/2017 2:09:14 PM

2017-12-08 14:09:17Z ..Refresh..12/8/2017 2:09:17 PM

2017-12-08 14:09:20Z ..Refresh..12/8/2017 2:09:20 PM

2017-12-08 14:09:23Z ..Refresh..12/8/2017 2:09:23 PM

2017-12-08 14:09:26Z ..Refresh..12/8/2017 2:09:26 PM

2017-12-08 14:09:29Z ..Refresh..12/8/2017 2:09:29 PM

2017-12-08 14:09:32Z ..Refresh..12/8/2017 2:09:32 PM

2017-12-08 14:09:35Z ..Refresh..12/8/2017 2:09:35 PM

2017-12-08 14:09:38Z ..Refresh..12/8/2017 2:09:38 PM

2017-12-08 14:09:41Z ..Refresh..12/8/2017 2:09:41 PM

2017-12-08 14:09:44Z ..Refresh..12/8/2017 2:09:44 PM

2017-12-08 14:09:47Z ..Refresh..12/8/2017 2:09:47 PM

2017-12-08 14:09:50Z ..Refresh..12/8/2017 2:09:50 PM

2017-12-08 14:09:53Z ..Refresh..12/8/2017 2:09:53 PM

2017-12-08 14:09:56Z ..Refresh..12/8/2017 2:09:56 PM

2017-12-08 14:09:59Z ..Refresh..12/8/2017 2:09:59 PM

2017-12-08 14:10:02Z ..Refresh..12/8/2017 2:10:02 PM

2017-12-08 14:10:05Z ..Refresh..12/8/2017 2:10:05 PM

2017-12-08 14:10:08Z ..Refresh..12/8/2017 2:10:08 PM

2017-12-08 14:10:11Z ..Refresh..12/8/2017 2:10:11 PM

2017-12-08 14:10:14Z ..Refresh..12/8/2017 2:10:14 PM

2017-12-08 14:10:17Z ..Refresh..12/8/2017 2:10:17 PM

2017-12-08 14:10:20Z ..Refresh..12/8/2017 2:10:20 PM

2017-12-08 14:10:23Z ..Refresh..12/8/2017 2:10:23 PM

2017-12-08 14:10:26Z ..Refresh..12/8/2017 2:10:26 PM

2017-12-08 14:10:29Z ..Refresh..12/8/2017 2:10:29 PM

2017-12-08 14:10:32Z ..Refresh..12/8/2017 2:10:32 PM

2017-12-08 14:10:35Z ..Refresh..12/8/2017 2:10:35 PM

2017-12-08 14:10:38Z ..Refresh..12/8/2017 2:10:38 PM

2017-12-08 14:10:41Z ..Refresh..12/8/2017 2:10:41 PM

2017-12-08 14:10:44Z ..Refresh..12/8/2017 2:10:44 PM

2017-12-08 14:10:47Z ..Refresh..12/8/2017 2:10:47 PM

2017-12-08 14:10:50Z ..Refresh..12/8/2017 2:10:50 PM

2017-12-08 14:10:53Z ..Refresh..12/8/2017 2:10:53 PM

2017-12-08 14:10:56Z ..Refresh..12/8/2017 2:10:56 PM

2017-12-08 14:10:59Z ..Refresh..12/8/2017 2:10:59 PM

2017-12-08 14:11:02Z ..Refresh..12/8/2017 2:11:02 PM

2017-12-08 14:11:05Z ..Refresh..12/8/2017 2:11:05 PM

2017-12-08 14:11:08Z ..Refresh..12/8/2017 2:11:08 PM

2017-12-08 14:11:11Z ..Refresh..12/8/2017 2:11:11 PM

2017-12-08 14:11:14Z ..Refresh..12/8/2017 2:11:14 PM

2017-12-08 14:11:17Z ..Refresh..12/8/2017 2:11:17 PM

2017-12-08 14:11:20Z ..Refresh..12/8/2017 2:11:20 PM

2017-12-08 14:11:23Z ..Refresh..12/8/2017 2:11:23 PM

2017-12-08 14:11:26Z ..Refresh..12/8/2017 2:11:26 PM

2017-12-08 14:11:29Z ..Refresh..12/8/2017 2:11:29 PM

2017-12-08 14:11:32Z ..Refresh..12/8/2017 2:11:32 PM

2017-12-08 14:11:35Z ..Refresh..12/8/2017 2:11:35 PM

2017-12-08 14:11:38Z ..Refresh..12/8/2017 2:11:38 PM

2017-12-08 14:11:41Z ..Refresh..12/8/2017 2:11:41 PM

2017-12-08 14:11:44Z ..Refresh..12/8/2017 2:11:44 PM

2017-12-08 14:11:47Z ..Refresh..12/8/2017 2:11:47 PM

2017-12-08 14:11:50Z ..Refresh..12/8/2017 2:11:50 PM

2017-12-08 14:11:53Z ..Refresh..12/8/2017 2:11:53 PM

2017-12-08 14:11:56Z ..Refresh..12/8/2017 2:11:56 PM

2017-12-08 14:11:59Z ..Refresh..12/8/2017 2:11:59 PM

2017-12-08 14:12:02Z ..Refresh..12/8/2017 2:12:02 PM

2017-12-08 14:12:05Z ..Refresh..12/8/2017 2:12:05 PM

2017-12-08 14:12:08Z ..Refresh..12/8/2017 2:12:08 PM

2017-12-08 14:12:11Z ..Refresh..12/8/2017 2:12:11 PM

2017-12-08 14:12:14Z ..Refresh..12/8/2017 2:12:14 PM

2017-12-08 14:12:17Z ..Refresh..12/8/2017 2:12:17 PM

2017-12-08 14:12:20Z ..Refresh..12/8/2017 2:12:20 PM

2017-12-08 14:12:23Z ..Refresh..12/8/2017 2:12:23 PM

2017-12-08 14:12:26Z ..Refresh..12/8/2017 2:12:26 PM

2017-12-08 14:12:29Z ..Refresh..12/8/2017 2:12:29 PM

2017-12-08 14:12:32Z ..Refresh..12/8/2017 2:12:32 PM

2017-12-08 14:12:35Z ..Refresh..12/8/2017 2:12:35 PM

2017-12-08 14:12:38Z ..Refresh..12/8/2017 2:12:38 PM

2017-12-08 14:12:41Z ..Refresh..12/8/2017 2:12:41 PM

2017-12-08 14:12:44Z ..Refresh..12/8/2017 2:12:44 PM

2017-12-08 14:12:47Z ..Refresh..12/8/2017 2:12:47 PM

2017-12-08 14:12:50Z ..Refresh..12/8/2017 2:12:50 PM

2017-12-08 14:12:53Z ..Refresh..12/8/2017 2:12:53 PM

2017-12-08 14:12:56Z ..Refresh..12/8/2017 2:12:56 PM

2017-12-08 14:12:59Z ..Refresh..12/8/2017 2:12:59 PM

2017-12-08 14:13:02Z ..Refresh..12/8/2017 2:13:02 PM

2017-12-08 14:13:05Z ..Refresh..12/8/2017 2:13:05 PM

2017-12-08 14:13:08Z ..Refresh..12/8/2017 2:13:08 PM

2017-12-08 14:13:11Z ..Refresh..12/8/2017 2:13:11 PM

2017-12-08 14:13:14Z ..Refresh..12/8/2017 2:13:14 PM

2017-12-08 14:13:17Z ..Refresh..12/8/2017 2:13:17 PM

2017-12-08 14:13:20Z ..Refresh..12/8/2017 2:13:20 PM

2017-12-08 14:13:23Z ..Refresh..12/8/2017 2:13:23 PM

2017-12-08 14:13:26Z ..Refresh..12/8/2017 2:13:26 PM

2017-12-08 14:13:29Z ..Refresh..12/8/2017 2:13:29 PM

2017-12-08 14:13:32Z ..Refresh..12/8/2017 2:13:32 PM

2017-12-08 14:13:35Z ..Refresh..12/8/2017 2:13:35 PM

2017-12-08 14:13:38Z ..Refresh..12/8/2017 2:13:38 PM

2017-12-08 14:13:41Z ..Refresh..12/8/2017 2:13:41 PM

2017-12-08 14:13:44Z ..Refresh..12/8/2017 2:13:44 PM

2017-12-08 14:13:47Z ..Refresh..12/8/2017 2:13:47 PM

2017-12-08 14:13:50Z ..Refresh..12/8/2017 2:13:50 PM

2017-12-08 14:13:53Z ..Refresh..12/8/2017 2:13:53 PM

2017-12-08 14:13:56Z ..Refresh..12/8/2017 2:13:56 PM

2017-12-08 14:13:59Z ..Refresh..12/8/2017 2:13:59 PM

2017-12-08 14:14:02Z ..Refresh..12/8/2017 2:14:02 PM

2017-12-08 14:14:05Z ..Refresh..12/8/2017 2:14:05 PM

2017-12-08 14:14:08Z ..Refresh..12/8/2017 2:14:08 PM

2017-12-08 14:14:11Z ..Refresh..12/8/2017 2:14:11 PM

2017-12-08 14:14:14Z ..Refresh..12/8/2017 2:14:14 PM

2017-12-08 14:14:17Z ..Refresh..12/8/2017 2:14:17 PM

2017-12-08 14:14:20Z ..Refresh..12/8/2017 2:14:20 PM

2017-12-08 14:14:23Z ..Refresh..12/8/2017 2:14:23 PM

2017-12-08 14:14:26Z ..Refresh..12/8/2017 2:14:26 PM

2017-12-08 14:14:29Z ..Refresh..12/8/2017 2:14:29 PM

2017-12-08 14:14:32Z ..Refresh..12/8/2017 2:14:32 PM

2017-12-08 14:14:35Z ..Refresh..12/8/2017 2:14:35 PM

2017-12-08 14:14:38Z ..Refresh..12/8/2017 2:14:38 PM

2017-12-08 14:14:41Z ..Refresh..12/8/2017 2:14:41 PM

2017-12-08 14:14:44Z ..Refresh..12/8/2017 2:14:44 PM

2017-12-08 14:14:47Z ..Refresh..12/8/2017 2:14:47 PM

2017-12-08 14:14:50Z ..Refresh..12/8/2017 2:14:50 PM

2017-12-08 14:14:53Z ..Refresh..12/8/2017 2:14:53 PM

2017-12-08 14:14:56Z ..Refresh..12/8/2017 2:14:56 PM

2017-12-08 14:14:59Z ..Refresh..12/8/2017 2:14:59 PM

2017-12-08 14:15:02Z ..Refresh..12/8/2017 2:15:02 PM

2017-12-08 14:15:05Z ..Refresh..12/8/2017 2:15:05 PM

2017-12-08 14:15:08Z ..Refresh..12/8/2017 2:15:08 PM

2017-12-08 14:15:11Z ..Refresh..12/8/2017 2:15:11 PM

2017-12-08 14:15:14Z ..Refresh..12/8/2017 2:15:14 PM

2017-12-08 14:15:17Z ..Refresh..12/8/2017 2:15:17 PM

2017-12-08 14:15:20Z ..Refresh..12/8/2017 2:15:20 PM

2017-12-08 14:15:23Z ..Refresh..12/8/2017 2:15:23 PM

2017-12-08 14:15:26Z ..Refresh..12/8/2017 2:15:26 PM

2017-12-08 14:15:29Z ..Refresh..12/8/2017 2:15:29 PM

2017-12-08 14:15:32Z ..Refresh..12/8/2017 2:15:32 PM

2017-12-08 14:15:35Z ..Refresh..12/8/2017 2:15:35 PM

2017-12-08 14:15:38Z ..Refresh..12/8/2017 2:15:38 PM

2017-12-08 14:15:41Z ..Refresh..12/8/2017 2:15:41 PM

